Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,growth_habit,genus_name,species_name,smp_name
BACR,NA,Barleria cristata L.,crested Philippine violet,Subshrub,Barleria,cristata,Barleria_cristata
BAAM4,KOAM,Kochia americana S. Watson,NA,Subshrub,Kochia,americana,Kochia_americana
BAAM4,NA,Bassia americana (S. Watson) A.J. Scott,green molly,Subshrub,Bassia,americana,Bassia_americana
BAAM4,KOVE,Kochia vestita (S. Watson) Rydb.,NA,Subshrub,Kochia,vestita,Kochia_vestita
BAAM4,KOAMV,Kochia americana S. Watson var. vestita,NA,Subshrub,Kochia,americana,Kochia_americana
BAAM4,NEAM,Neokochia americana (S. Watson) G.L. Chu & S.C. Sand.,NA,Subshrub,Neokochia,americana,Neokochia_americana
BACA21,NA,Bassia californica (S. Watson) A.J. Scott,rusty molly,Subshrub,Bassia,californica,Bassia_californica
BACA21,KOAMC,Kochia americana S. Watson var. californica (S. Watson) M.E. Jones,NA,Subshrub,Kochia,americana,Kochia_americana
BACA21,KOCA,Kochia californica S. Watson,NA,Subshrub,Kochia,californica,Kochia_californica
BACA21,NECA11,Neokochia californica (S. Watson) G.L. Chu & S.C. Sand.,NA,Subshrub,Neokochia,californica,Neokochia_californica
BAPR5,NA,Bassia prostrata (L.) A.J. Scott,forage kochia,Subshrub,Bassia,prostrata,Bassia_prostrata
BAPR5,KOPR80,Kochia prostrata (L.) Schrad.,NA,Subshrub,Kochia,prostrata,Kochia_prostrata
BAPR5,KOPRV2,Kochia prostrata (L.) Schrad. var. villosissima Bong. & C.A. Mey.,NA,Subshrub,Kochia,prostrata,Kochia_prostrata
BABI5,NA,Bastardia bivalvis (Cav.) Kunth,escoba babosa,Subshrub,Bastardia,bivalvis,Bastardia_bivalvis
BAVI4,NA,Bastardia viscosa (L.) Kunth,viscid mallow,Subshrub,Bastardia,viscosa,Bastardia_viscosa
BAVIS2,NA,Bastardia viscosa (L.) Kunth var. sanctae-crucis R.E. Fries,viscid mallow,Subshrub,Bastardia,viscosa,Bastardia_viscosa
BAVIV,NA,Bastardia viscosa (L.) Kunth var. viscosa,viscid mallow,Subshrub,Bastardia,viscosa,Bastardia_viscosa
BAMA5,NA,Batis maritima L.,turtleweed,Subshrub,Batis,maritima,Batis_maritima
BATO,NA,Bauhinia tomentosa L.,St. Thomas tree,Subshrub,Bauhinia,tomentosa,Bauhinia_tomentosa
BEJU,NA,Bebbia juncea (Benth.) Greene,sweetbush,Subshrub,Bebbia,juncea,Bebbia_juncea
BEJUA,NA,Bebbia juncea (Benth.) Greene var. aspera,sweetbush,Subshrub,Bebbia,juncea,Bebbia_juncea
BEFO,NA,Begonia foliosa Kunth,fuchsia begonia,Subshrub,Begonia,foliosa,Begonia_foliosa
BEFOM,NA,Begonia foliosa Kunth var. miniata (Planch.) L.B. Sm. & B.G. Schub.,fuchsia begonia,Subshrub,Begonia,foliosa,Begonia_foliosa
BEBE4,BETE2,Berlandiera texana DC.,NA,Subshrub,Berlandiera,texana,Berlandiera_texana
BEBE4,NA,Berlandiera betonicifolia (Hook.) Small,Texas greeneyes,Subshrub,Berlandiera,betonicifolia,Berlandiera_betonicifolia
BEBE4,BETEB,Berlandiera texana DC. var. betonicifolia (Hook.) Torr. & A. Gray,NA,Subshrub,Berlandiera,texana,Berlandiera_texana
BEBE4,BEBE,"Berlandiera ×betonicifolia (Hook.) Small (pro sp.), database artifact",NA,Subshrub,Berlandiera,×betonicifolia,Berlandiera_×betonicifolia
BEPU2,NA,Berlandiera pumila (Michx.) Nutt.,soft greeneyes,Subshrub,Berlandiera,pumila,Berlandiera_pumila
BEPUP3,NA,Berlandiera pumila (Michx.) Nutt. var. pumila,soft greeneyes,Subshrub,Berlandiera,pumila,Berlandiera_pumila
BEPUP3,BETOD,Berlandiera tomentosa (Pursh) Nutt. var. dealbata Torr. & A. Gray,NA,Subshrub,Berlandiera,tomentosa,Berlandiera_tomentosa
BEPUP3,BEDE3,Berlandiera dealbata (Torr. & A. Gray) Small,NA,Subshrub,Berlandiera,dealbata,Berlandiera_dealbata
BEPUP3,BETO,Berlandiera tomentosa (Pursh) Nutt.,NA,Subshrub,Berlandiera,tomentosa,Berlandiera_tomentosa
BEPUS,NA,Berlandiera pumila (Michx.) Nutt. var. scabrella G.L. Nesom & B.L. Turner,soft greeneyes,Subshrub,Berlandiera,pumila,Berlandiera_pumila
BEBO,NA,Betula borealis Spach,northern birch,Subshrub,Betula,borealis,Betula_borealis
BEBO,BEPUB,Betula pubescens Ehrh. ssp. borealis (Spach) Á. Löve & D. Löve,NA,Subshrub,Betula,pubescens,Betula_pubescens
BEDU2,NA,Betula ×dutillyi Lepage [Betula glandulosa × B. minor],Dutilly's birch,Subshrub,Betula,×dutillyi,Betula_×dutillyi
BEGL,NA,Betula glandulosa Michx.,resin birch,Subshrub,Betula,glandulosa,Betula_glandulosa
BEMI,NA,Betula minor (Tuck.) Fernald,dwarf white birch,Subshrub,Betula,minor,Betula_minor
BEMI,BEPAM,Betula papyrifera Marshall var. minor (Tuck.) S. Watson & J.M. Coult.,NA,Subshrub,Betula,papyrifera,Betula_papyrifera
BEMI,BESA4,Betula saxophila Lepage,NA,Subshrub,Betula,saxophila,Betula_saxophila
BENA,NA,Betula nana L.,dwarf birch,Subshrub,Betula,nana,Betula_nana
BENAE,BENAS,Betula nana L. var. sibirica Ledeb.,NA,Subshrub,Betula,nana,Betula_nana
BENAE,BEEX,Betula exilis Sukaczev,NA,Subshrub,Betula,exilis,Betula_exilis
BENAE,NA,Betula nana L. ssp. exilis (Sukaczev) Hultén,dwarf birch,Subshrub,Betula,nana,Betula_nana
BENAE,BEGLS,Betula glandulosa Michx. var. sibirica (Ledeb.) C.K. Schneid.,NA,Subshrub,Betula,glandulosa,Betula_glandulosa
BENAN,NA,Betula nana L. ssp. nana,dwarf birch,Subshrub,Betula,nana,Betula_nana
BENAP,BEPE4,Betula perfiljevii V.N. Vassil.,NA,Subshrub,Betula,perfiljevii,Betula_perfiljevii
BENAP,NA,Betula nana L. ssp. perfiljevii (V.N. Vassil.) Á. Löve & D. Löve [excluded],dwarf birch,Subshrub,Betula,nana,Betula_nana
BESA3,NA,Betula ×sargentii Dugle [nana × pumila],birch,Subshrub,Betula,×sargentii,Betula_×sargentii
BIAM3,NA,Bidens amplectens Sherff,kokolau,Subshrub,Bidens,amplectens,Bidens_amplectens
BIAM3,BIGR2,Bidens gracilis Nutt.,NA,Subshrub,Bidens,gracilis,Bidens_gracilis
BIAM3,BIHA2,Bidens halawana O. Deg. & Sherff,NA,Subshrub,Bidens,halawana,Bidens_halawana
BIAS3,NA,Bidens asymmetrica (Levl.) Sherff,Koolau Range beggarticks,Subshrub,Bidens,asymmetrica,Bidens_asymmetrica
BICA2,NA,Bidens campylotheca Sch. Bip.,viper beggarticks,Subshrub,Bidens,campylotheca,Bidens_campylotheca
BICAC,BIMA2,Bidens ×magnidisca O. Deg. & Sherff,NA,Subshrub,Bidens,×magnidisca,Bidens_×magnidisca
BICAC,NA,Bidens campylotheca Sch. Bip. ssp. campylotheca,viper beggarticks,Subshrub,Bidens,campylotheca,Bidens_campylotheca
BICAP,BICAP2,Bidens campylotheca Sch. Bip. var. pentamera Sherff,NA,Subshrub,Bidens,campylotheca,Bidens_campylotheca
BICAP,NA,Bidens campylotheca Sch. Bip. ssp. pentamera (Sherff) Ganders & Nagata,viper beggarticks,Subshrub,Bidens,campylotheca,Bidens_campylotheca
BICAP,BIPE,Bidens pentamera (Sherff) O. Deg. & Sherff,NA,Subshrub,Bidens,pentamera,Bidens_pentamera
BICAW,NA,Bidens campylotheca Sch. Bip. ssp. waihoiensis H. St. John,Waihoi beggarticks,Subshrub,Bidens,campylotheca,Bidens_campylotheca
BICE2,NA,Bidens cervicata Sherff,Kauai beggarticks,Subshrub,Bidens,cervicata,Bidens_cervicata
BICE2,BIAS,Bidens asplenioides Sherff,NA,Subshrub,Bidens,asplenioides,Bidens_asplenioides
BICE2,BIFE3,Bidens ferax O. Deg. & Sherff,NA,Subshrub,Bidens,ferax,Bidens_ferax
BICE2,BIST,Bidens stokesii Sherff,NA,Subshrub,Bidens,stokesii,Bidens_stokesii
BICE2,BIFE,Bidens fecunda O. Deg. & Sherff,NA,Subshrub,Bidens,fecunda,Bidens_fecunda
BICO4,NA,Bidens conjuncta Sherff,bog beggarticks,Subshrub,Bidens,conjuncta,Bidens_conjuncta
BIFO,NA,Bidens forbesii Sherff,coastal bluff beggarticks,Subshrub,Bidens,forbesii,Bidens_forbesii
BIFOF,BIASS2,Bidens asymmetrica (Levl.) Sherff var. subocculata O. Deg. & Sherff,NA,Subshrub,Bidens,asymmetrica,Bidens_asymmetrica
BIFOF,NA,Bidens forbesii Sherff ssp. forbesii,coastal bluff beggarticks,Subshrub,Bidens,forbesii,Bidens_forbesii
BIFOF,BINA,Bidens napaliensis Sherff,NA,Subshrub,Bidens,napaliensis,Bidens_napaliensis
BIFOK,NA,Bidens forbesii Sherff ssp. kahiliensis Ganders & Nagata,Kahili beggarticks,Subshrub,Bidens,forbesii,Bidens_forbesii
BIHA,BISKC,Bidens skottsbergii Sherff var. conglutinata (O. Deg. & Sherff) Sherff,NA,Subshrub,Bidens,skottsbergii,Bidens_skottsbergii
BIHA,NA,Bidens hawaiensis A. Gray,Hawai'i beggarticks,Subshrub,Bidens,hawaiensis,Bidens_hawaiensis
BIHA,BISK,Bidens skottsbergii Sherff,NA,Subshrub,Bidens,skottsbergii,Bidens_skottsbergii
BIHA,BISKP,Bidens skottsbergii Sherff var. pololuensis O. Deg. & Sherff,NA,Subshrub,Bidens,skottsbergii,Bidens_skottsbergii
BIHI,NA,Bidens hillebrandiana (Drake) O. Deg.,seacliff beggarticks,Subshrub,Bidens,hillebrandiana,Bidens_hillebrandiana
BIHIH,NA,Bidens hillebrandiana (Drake) O. Deg. ssp. hillebrandiana,seacliff beggarticks,Subshrub,Bidens,hillebrandiana,Bidens_hillebrandiana
BIHIP,NA,Bidens hillebrandiana (Drake) O. Deg. ssp. polycephala Nagata & Ganders,seacliff beggarticks,Subshrub,Bidens,hillebrandiana,Bidens_hillebrandiana
BIMA,NA,Bidens macrocarpa (A. Gray) Sherff,largefruit beggarticks,Subshrub,Bidens,macrocarpa,Bidens_macrocarpa
BIMA,BIMAO,Bidens macrocarpa (A. Gray) Sherff var. ovatifolia,NA,Subshrub,Bidens,macrocarpa,Bidens_macrocarpa
BIMI2,NA,Bidens micrantha Gaudich.,grassland beggarticks,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIC2,NA,Bidens micrantha Gaudich. ssp. ctenophylla (Sherff) Nagata & Ganders,grassland beggarticks,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIC2,BICT,Bidens ctenophylla Sherff,NA,Subshrub,Bidens,ctenophylla,Bidens_ctenophylla
BIMIK2,NA,Bidens micrantha Gaudich. ssp. kalealaha Nagata & Ganders,Kalealaha beggarticks,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIK2,BIMIR,Bidens micrantha Gaudich. var. rudimentifera Sherff,NA,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIK2,BIDI3,Bidens distans Sherff,NA,Subshrub,Bidens,distans,Bidens_distans
BIMIM,BIPE2,Bidens perversa O. Deg. & Sherff,NA,Subshrub,Bidens,perversa,Bidens_perversa
BIMIM,BIMIC,Bidens micrantha Gaudich. var. caduca (Sherff) Sherff,NA,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIM,NA,Bidens micrantha Gaudich. ssp. micrantha,grassland beggarticks,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIM,BIMIL,Bidens micrantha Gaudich. var. laciniata (Hillebr.) Sherff,NA,Subshrub,Bidens,micrantha,Bidens_micrantha
BIMIM,BIPEA,Bidens perversa O. Deg. & Sherff var. aquilonalis,NA,Subshrub,Bidens,perversa,Bidens_perversa
BIMIM,BIDE2,Bidens degeneri Sherff,NA,Subshrub,Bidens,degeneri,Bidens_degeneri
BIMIM,BISAC2,Bidens sandvicensis Less. var. caduca Sherff,NA,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BIMIM,BIDEA,Bidens degeneri Sherff var. apioides,NA,Subshrub,Bidens,degeneri,Bidens_degeneri
BIMIM,BISAL,Bidens sandvicensis Less. var. leiocarpa O. Deg. & Sherff,NA,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BIPO2,NA,Bidens populifolia Sherff,Oahu beggarticks,Subshrub,Bidens,populifolia,Bidens_populifolia
BISA2,NA,Bidens sandvicensis Less.,shrubland beggarticks,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BISAC,NA,Bidens sandvicensis Less. ssp. confusa Nagata & Ganders,shrubland beggarticks,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BISAS2,NA,Bidens sandvicensis Less. ssp. sandvicensis,shrubland beggarticks,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BISAS2,BIOB,Bidens obtusiloba Sherff,NA,Subshrub,Bidens,obtusiloba,Bidens_obtusiloba
BISAS2,BIMI3,Bidens ×micranthoides Sherff,NA,Subshrub,Bidens,×micranthoides,Bidens_×micranthoides
BISAS2,BISAS,Bidens sandvicensis Less. var. setosa (Sherff) Sherff,NA,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BISAS2,BICO2,Bidens coartata Sherff,NA,Subshrub,Bidens,coartata,Bidens_coartata
BISAS2,BIWA2,Bidens waimeana Sherff,NA,Subshrub,Bidens,waimeana,Bidens_waimeana
BISAS2,BISAI,Bidens sandvicensis Less. var. imminuta O. Deg. & Sherff,NA,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BISAS2,BIGR,Bidens graciloides Sherff,NA,Subshrub,Bidens,graciloides,Bidens_graciloides
BISAS2,BIPU,Bidens pulchella (Less.) Sch. Bip.,NA,Subshrub,Bidens,pulchella,Bidens_pulchella
BISAS2,BISAA,Bidens sandvicensis Less. var. antrorsa O. Deg. & Sherff,NA,Subshrub,Bidens,sandvicensis,Bidens_sandvicensis
BITO,BIFU,Bidens fulvescens Sherff,NA,Subshrub,Bidens,fulvescens,Bidens_fulvescens
BITO,NA,Bidens torta Sherff,corkscrew beggarticks,Subshrub,Bidens,torta,Bidens_torta
BITO,BIMIK,Bidens micrantha Gaudich. var. kaalana Sherff,NA,Subshrub,Bidens,micrantha,Bidens_micrantha
BITO,BIWA,Bidens waianensis Sherff,NA,Subshrub,Bidens,waianensis,Bidens_waianensis
BIVA,NA,Bidens valida Sherff,Mt. Kahili beggarticks,Subshrub,Bidens,valida,Bidens_valida
BIWI,NA,Bidens wiebkei Sherff,Wiebke's beggarticks,Subshrub,Bidens,wiebkei,Bidens_wiebkei
BIWI,BINE,Bidens nematocera (Sherff) Sherff,NA,Subshrub,Bidens,nematocera,Bidens_nematocera
BINU,NA,Bigelowia nudata (Michx.) DC.,pineland rayless goldenrod,Subshrub,Bigelowia,nudata,Bigelowia_nudata
BINUA,NA,Bigelowia nudata (Michx.) DC. ssp. australis L.C. Anderson,pineland rayless goldenrod,Subshrub,Bigelowia,nudata,Bigelowia_nudata
BINUA,BINUA2,Bigelowia nudata (Michx.) DC. var. australis (L.C. Anderson) Shinners,NA,Subshrub,Bigelowia,nudata,Bigelowia_nudata
BINUN,CHNU6,Chondrophora nudata (Michx.) Britton,NA,Subshrub,Chondrophora,nudata,Chondrophora_nudata
BINUN,CHNU7,Chrysocoma nudata Michx.,NA,Subshrub,Chrysocoma,nudata,Chrysocoma_nudata
BINUN,NA,Bigelowia nudata (Michx.) DC. ssp. nudata,pineland rayless goldenrod,Subshrub,Bigelowia,nudata,Bigelowia_nudata
BINUN,CHVI18,Chondrophora virgata (Nutt.) Greene,NA,Subshrub,Chondrophora,virgata,Chondrophora_virgata
BINUN,BIVI3,Bigelowia virgata (Nutt.) DC.,NA,Subshrub,Bigelowia,virgata,Bigelowia_virgata
BIHE4,SICU4,"Sida cuneifolia A. Gray, non Roxb.",NA,Subshrub,Sida,cuneifolia,Sida_cuneifolia
BIHE4,NA,Billieturnera helleri (Rose ex A. Heller) Fryxell,coppery false fanpetals,Subshrub,Billieturnera,helleri,Billieturnera_helleri
BIHE4,SIHE12,Sida helleri Rose ex A. Heller,NA,Subshrub,Sida,helleri,Sida_helleri
BIHE4,SIGR2,Sida grayana I. Clem.,NA,Subshrub,Sida,grayana,Sida_grayana
BIBI4,NA,Bituminaria bituminosa (L.) Stirt.,Arabian pea,Subshrub,Bituminaria,bituminosa,Bituminaria_bituminosa
BIBI4,ASBI5,Aspalthium bituminosum (L.) Kuntze,NA,Subshrub,Aspalthium,bituminosum,Aspalthium_bituminosum
BIBI4,PSBI,Psoralea bituminosa L.,NA,Subshrub,Psoralea,bituminosa,Psoralea_bituminosa
BOGR3,NA,Boehmeria grandis (Hook. & Arn.) A. Heller,Hawai'i false nettle,Subshrub,Boehmeria,grandis,Boehmeria_grandis
BOGR3,URGR2,Urtica grandis Hook. & Arn.,NA,Subshrub,Urtica,grandis,Urtica_grandis
BOGR3,BOGRC,Boehmeria grandis (Hook. & Arn.) A. Heller var. cuneata Skottsb.,NA,Subshrub,Boehmeria,grandis,Boehmeria_grandis
BOGR3,BOGRK,Boehmeria grandis (Hook. & Arn.) A. Heller var. kauaiensis Skottsb.,NA,Subshrub,Boehmeria,grandis,Boehmeria_grandis
BOGR3,BOST3,Boehmeria stipularis Weddell,NA,Subshrub,Boehmeria,stipularis,Boehmeria_stipularis
BONI2,RANI4,Ramium niveum (L.) Small,NA,Subshrub,Ramium,niveum,Ramium_niveum
BONI2,URNI,Urtica nivea L.,NA,Subshrub,Urtica,nivea,Urtica_nivea
BONI2,NA,Boehmeria nivea (L.) Gaudich.,Chinese grass,Subshrub,Boehmeria,nivea,Boehmeria_nivea
BOGR,NA,Boerhavia gracillima Heimerl,slimstalk spiderling,Subshrub,Boerhavia,gracillima,Boerhavia_gracillima
BOLI2,NA,Boerhavia linearifolia A. Gray,narrowleaf spiderling,Subshrub,Boerhavia,linearifolia,Boerhavia_linearifolia
BOLI2,BOLI4,Boerhavia lindheimeri Standl.,NA,Subshrub,Boerhavia,lindheimeri,Boerhavia_lindheimeri
BOLI2,BOTE9,Boerhavia tenuifolia A. Gray,NA,Subshrub,Boerhavia,tenuifolia,Boerhavia_tenuifolia
BOOV2,BROV2,Breweria ovalifolia (Torr.) A. Gray,NA,Subshrub,Breweria,ovalifolia,Breweria_ovalifolia
BOOV2,NA,Bonamia ovalifolia (Torr.) Hallier f.,bigpod lady's nightcap,Subshrub,Bonamia,ovalifolia,Bonamia_ovalifolia
BORE9,NA,Bonamia repens (I.M. Johnst.) Austin & Staples,creeping lady's nightcap,Subshrub,Bonamia,repens,Bonamia_repens
BORE9,PERE3,Petrogenia repens I.M. Johnst.,NA,Subshrub,Petrogenia,repens,Petrogenia_repens
BOAR2,BUAR2,Buphthalmum arborescens L.,NA,Subshrub,Buphthalmum,arborescens,Buphthalmum_arborescens
BOAR2,NA,Borrichia arborescens (L.) DC.,tree seaside tansy,Subshrub,Borrichia,arborescens,Borrichia_arborescens
BOCU2,NA,Borrichia ×cubana Britton & S.F. Blake (pro sp.) [arborescens × frutescens],seaside tansy,Subshrub,Borrichia,×cubana,Borrichia_×cubana
BOFR,NA,Borrichia frutescens (L.) DC.,bushy seaside tansy,Subshrub,Borrichia,frutescens,Borrichia_frutescens
BOLI3,NA,Bouchea linifolia A. Gray,groovestem bouchea,Subshrub,Bouchea,linifolia,Bouchea_linifolia
BOSP2,NA,Bouchea spathulata Torr.,spoonleaf,Subshrub,Bouchea,spathulata,Bouchea_spathulata
BOTE2,BOGL3,Bouvardia glaberrima Engelm.,NA,Subshrub,Bouvardia,glaberrima,Bouvardia_glaberrima
BOTE2,NA,Bouvardia ternifolia (Cav.) Schltdl.,firecrackerbush,Subshrub,Bouvardia,ternifolia,Bouvardia_ternifolia
BRWR,NA,Brachystigma wrightii (A. Gray) Pennell,Arizona desert foxglove,Subshrub,Brachystigma,wrightii,Brachystigma_wrightii
BRAM3,NA,Brickellia amplexicaulis B.L. Rob.,earleaf brickellbush,Subshrub,Brickellia,amplexicaulis,Brickellia_amplexicaulis
BRAMA,NA,Brickellia amplexicaulis B.L. Rob. var. amplexicaulis,earleaf brickellbush,Subshrub,Brickellia,amplexicaulis,Brickellia_amplexicaulis
BRAML,NA,Brickellia amplexicaulis B.L. Rob. var. lanceolata (A. Gray) B.L. Rob.,earleaf brickellbush,Subshrub,Brickellia,amplexicaulis,Brickellia_amplexicaulis
BRAR2,NA,Brickellia arguta B.L. Rob.,pungent brickellbush,Subshrub,Brickellia,arguta,Brickellia_arguta
BRARA,BRATA,Brickellia atractyloides A. Gray var. arguta (B.L. Rob.) Jeps.,NA,Subshrub,Brickellia,atractyloides,Brickellia_atractyloides
BRARA,NA,Brickellia arguta B.L. Rob. var. arguta,pungent brickellbush,Subshrub,Brickellia,arguta,Brickellia_arguta
BRAT,NA,Brickellia atractyloides A. Gray,spearleaf brickellbush,Subshrub,Brickellia,atractyloides,Brickellia_atractyloides
BRBA2,NA,Brickellia baccharidea A. Gray,resinleaf brickellbush,Subshrub,Brickellia,baccharidea,Brickellia_baccharidea
BRBR2,NA,Brickellia brachyphylla (A. Gray) A. Gray,plumed brickellbush,Subshrub,Brickellia,brachyphylla,Brickellia_brachyphylla
BRBR2,BRBRB,Brickellia brachyphylla (A. Gray) A. Gray var. brachyphylla,NA,Subshrub,Brickellia,brachyphylla,Brickellia_brachyphylla
BRCA3,NA,Brickellia californica (Torr. & A. Gray) A. Gray,California brickellbush,Subshrub,Brickellia,californica,Brickellia_californica
BRCAC,NA,Brickellia californica (Torr. & A. Gray) A. Gray var. californica,California brickellbush,Subshrub,Brickellia,californica,Brickellia_californica
BRCAC,BUCA6,Bulbostylis californica Torr. & A. Gray,NA,Subshrub,Bulbostylis,californica,Bulbostylis_californica
BRCAJ,NA,Brickellia californica (Torr. & A. Gray) A. Gray var. jepsonii B.L. Rob.,Jepson's brickellbush,Subshrub,Brickellia,californica,Brickellia_californica
BRCH,NA,Brickellia chenopodina (Greene) B.L. Rob.,chenopod brickellbush,Subshrub,Brickellia,chenopodina,Brickellia_chenopodina
BRCO7,NA,Brickellia conduplicata (B.L. Rob.) B.L. Rob.,southwestern brickellbush,Subshrub,Brickellia,conduplicata,Brickellia_conduplicata
BRCO8,NA,Brickellia cordifolia Elliott,Flyr's brickellbush,Subshrub,Brickellia,cordifolia,Brickellia_cordifolia
BRCO8,COCO21,Coleosanthus cordifolius (Elliott) Kuntze,NA,Subshrub,Coleosanthus,cordifolius,Coleosanthus_cordifolius
BRCO,NA,Brickellia coulteri A. Gray,Coulter's brickellbush,Subshrub,Brickellia,coulteri,Brickellia_coulteri
BRCY,NA,Brickellia cylindracea A. Gray & Engelm.,gravelbar brickellbush,Subshrub,Brickellia,cylindracea,Brickellia_cylindracea
BRDE2,NA,Brickellia dentata (DC.) Sch. Bip.,leafy brickellbush,Subshrub,Brickellia,dentata,Brickellia_dentata
BRDE3,BRCAD,Brickellia californica (Torr. & A. Gray) A. Gray var. desertorum (Coville) Parish ex H.M. Hall,NA,Subshrub,Brickellia,californica,Brickellia_californica
BRDE3,NA,Brickellia desertorum Coville,desert brickellbush,Subshrub,Brickellia,desertorum,Brickellia_desertorum
BRDE3,CODE5,Coleosanthus desertorum (Coville) Coville,NA,Subshrub,Coleosanthus,desertorum,Coleosanthus_desertorum
BREU,NA,Brickellia eupatorioides (L.) Shinners,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUC2,BRCH2,Brickellia chlorolepis (Wooton & Standl.) Shinners,NA,Subshrub,Brickellia,chlorolepis,Brickellia_chlorolepis
BREUC2,NA,Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUC2,KUCH2,Kuhnia chlorolepis Wooton & Standl.,NA,Subshrub,Kuhnia,chlorolepis,Kuhnia_chlorolepis
BREUC2,KUROC2,Kuhnia rosmarinifolia Vent. var. chlorolepis (Wooton & Standl.) S.F. Blake,NA,Subshrub,Kuhnia,rosmarinifolia,Kuhnia_rosmarinifolia
BREUC2,BRROC2,Brickellia rosmarinifolia (Vent.) W.A. Weber ssp. chlorolepis (Wooton & Standl.) W.A. Weber,NA,Subshrub,Brickellia,rosmarinifolia,Brickellia_rosmarinifolia
BREUC2,BRLEM,Brickellia leptophylla (Scheele) Shinners var. mexicana (Shinners) Shinners,NA,Subshrub,Brickellia,leptophylla,Brickellia_leptophylla
BREUC2,KULEM,Kuhnia leptophylla Scheele var. mexicana Shinners,NA,Subshrub,Kuhnia,leptophylla,Kuhnia_leptophylla
BREUC2,BRROC,"Brickellia rosemarinifolia (Vent.) W.A. Weber var. chlorolepis (Wooton & Standl.) W.A. Weber, orth. var.",NA,Subshrub,Brickellia,rosemarinifolia,Brickellia_rosemarinifolia
BREUC2,BRSH2,Brickellia shaffneri (A. Gray) Shinners,NA,Subshrub,Brickellia,shaffneri,Brickellia_shaffneri
BREUC2,KUEUC2,Kuhnia eupatorioides L. var. chlorolepis (Wooton & Standl.) Cronquist,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUC2,KUSH,Kuhnia shaffneri A. Gray,NA,Subshrub,Kuhnia,shaffneri,Kuhnia_shaffneri
BREUC2,KUMI,Kuhnia microphylla Shinners,NA,Subshrub,Kuhnia,microphylla,Kuhnia_microphylla
BREUC2,KUROC,"Kuhnia rosemarinifolia Vent. var. chlorolepis (Wooton & Standl.) S.F. Blake, orth. var.",NA,Subshrub,Kuhnia,rosemarinifolia,Kuhnia_rosemarinifolia
BREUC,KUEUC,Kuhnia eupatorioides L. var. corymbulosa Torr. & A. Gray,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUC,NA,Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUC,KUHI,Kuhnia hitchcockii A. Nelson,NA,Subshrub,Kuhnia,hitchcockii,Kuhnia_hitchcockii
BREUE,NA,Brickellia eupatorioides (L.) Shinners var. eupatorioides,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUE,KUEUA,Kuhnia eupatorioides L. var. angustifolia Raf.,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUE,BRRO3,"Brickellia rosemarinifolia (Vent.) W.A. Weber, orth. var.",NA,Subshrub,Brickellia,rosemarinifolia,Brickellia_rosemarinifolia
BREUE,KUEU,Kuhnia eupatorioides L.,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUE,BRRO9,Brickellia rosmarinifolia (Vent.) W.A. Weber,NA,Subshrub,Brickellia,rosmarinifolia,Brickellia_rosmarinifolia
BREUE,KUGL,Kuhnia glutinosa Elliott,NA,Subshrub,Kuhnia,glutinosa,Kuhnia_glutinosa
BREUE,KUEUG2,Kuhnia eupatorioides L. var. gracilis Torr. & A. Gray,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUE,KUEUP,Kuhnia eupatorioides L. var. pyramidalis Raf.,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUE,KURO2,Kuhnia rosmarinifolia Vent.,NA,Subshrub,Kuhnia,rosmarinifolia,Kuhnia_rosmarinifolia
BREUE,KURO,"Kuhnia rosemarinifolia Vent., orth. var.",NA,Subshrub,Kuhnia,rosemarinifolia,Kuhnia_rosemarinifolia
