Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,growth_habit,genus_name,species_name,smp_name
BREUF,BRMO3,Brickellia mosieri (Small) Shinners,NA,Subshrub,Brickellia,mosieri,Brickellia_mosieri
BREUF,KUEUF,Kuhnia eupatorioides L. var. floridana R.W. Long,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUF,NA,Brickellia eupatorioides (L.) Shinners var. floridana (R.W. Long) B.L. Turner,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUF,KUMO,Kuhnia mosieri Small,NA,Subshrub,Kuhnia,mosieri,Kuhnia_mosieri
BREUG,KUEUG,Kuhnia eupatorioides L. var. gracillima A. Gray,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUG,NA,Brickellia eupatorioides (L.) Shinners var. gracillima (A. Gray) B.L. Turner,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUG,BRLE4,Brickellia leptophylla (Scheele) Shinners,NA,Subshrub,Brickellia,leptophylla,Brickellia_leptophylla
BREUG,KULE,Kuhnia leptophylla Scheele,NA,Subshrub,Kuhnia,leptophylla,Kuhnia_leptophylla
BREUT,KUEUT,Kuhnia eupatorioides L. var. texana Shinners,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUT,KUEUO,Kuhnia eupatorioides L. var. ozarkana Shinners,NA,Subshrub,Kuhnia,eupatorioides,Kuhnia_eupatorioides
BREUT,NA,Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners,false boneset,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BREUT,BREUO,Brickellia eupatorioides (L.) Shinners var. ozarkana (Shinners) Shinners,NA,Subshrub,Brickellia,eupatorioides,Brickellia_eupatorioides
BRFL,NA,Brickellia floribunda A. Gray,Chihuahuan brickellbush,Subshrub,Brickellia,floribunda,Brickellia_floribunda
BRFR,NA,Brickellia frutescens A. Gray,shrubby brickellbush,Subshrub,Brickellia,frutescens,Brickellia_frutescens
BRGR,NA,Brickellia grandiflora (Hook.) Nutt.,tasselflower brickellbush,Subshrub,Brickellia,grandiflora,Brickellia_grandiflora
BRGR,BRGRP,Brickellia grandiflora (Hook.) Nutt. var. petiolaris A. Gray,NA,Subshrub,Brickellia,grandiflora,Brickellia_grandiflora
BRGR,COGR14,Coleosanthus grandiflorus (Hook.) Kuntze,NA,Subshrub,Coleosanthus,grandiflorus,Coleosanthus_grandiflorus
BRGR2,NA,Brickellia greenei A. Gray,Greene brickellbush,Subshrub,Brickellia,greenei,Brickellia_greenei
BRHI4,NA,Brickellia hinckleyi Standl.,Hinckley's brickellbush,Subshrub,Brickellia,hinckleyi,Brickellia_hinckleyi
BRHIH,BRBRH,Brickellia brachyphylla (A. Gray) A. Gray var. hinckleyi (Standl.) Flyr,NA,Subshrub,Brickellia,brachyphylla,Brickellia_brachyphylla
BRHIH,NA,Brickellia hinckleyi Standl. var. hinckleyi,Hinckley's brickellbush,Subshrub,Brickellia,hinckleyi,Brickellia_hinckleyi
BRHIT,NA,Brickellia hinckleyi Standl. var. terlinguensis (Flyr) B.L. Turner,Terlingua brickellia,Subshrub,Brickellia,hinckleyi,Brickellia_hinckleyi
BRHIT,BRBRT,Brickellia brachyphylla (A. Gray) A. Gray var. terlinguensis Flyr,NA,Subshrub,Brickellia,brachyphylla,Brickellia_brachyphylla
BRIN,NA,Brickellia incana A. Gray,woolly brickellbush,Subshrub,Brickellia,incana,Brickellia_incana
BRKN,NA,Brickellia knappiana E. Drew,Knapp brickellbush,Subshrub,Brickellia,knappiana,Brickellia_knappiana
BRLA,NA,Brickellia laciniata A. Gray,splitleaf brickellbush,Subshrub,Brickellia,laciniata,Brickellia_laciniata
BRLE,NA,Brickellia lemmonii A. Gray,Lemmon's brickellbush,Subshrub,Brickellia,lemmonii,Brickellia_lemmonii
BRLEL,NA,Brickellia lemmonii A. Gray var. lemmonii,Lemmon's brickellbush,Subshrub,Brickellia,lemmonii,Brickellia_lemmonii
BRLEL,BRVI2,Brickellia viejensis Flyr,NA,Subshrub,Brickellia,viejensis,Brickellia_viejensis
BRLEW,NA,Brickellia lemmonii A. Gray var. wootonii (Greene) B.L. Rob.,Lemmon's brickellbush,Subshrub,Brickellia,lemmonii,Brickellia_lemmonii
BRLEW,BRLEN,Brickellia lemmonii A. Gray var. nelsonii (B.L. Rob.) B.L. Turner,NA,Subshrub,Brickellia,lemmonii,Brickellia_lemmonii
BRLO,NA,Brickellia longifolia S. Watson,longleaf brickellbush,Subshrub,Brickellia,longifolia,Brickellia_longifolia
BRLOM,NA,Brickellia longifolia S. Watson var. multiflora (Kellogg) Cronquist,longleaf brickellbush,Subshrub,Brickellia,longifolia,Brickellia_longifolia
BRLOM,BRMU2,Brickellia multiflora Kellogg,NA,Subshrub,Brickellia,multiflora,Brickellia_multiflora
BRMI,NA,Brickellia microphylla (Nutt.) A. Gray,littleleaf brickellbush,Subshrub,Brickellia,microphylla,Brickellia_microphylla
BRMIM,NA,Brickellia microphylla (Nutt.) A. Gray var. microphylla,littleleaf brickellbush,Subshrub,Brickellia,microphylla,Brickellia_microphylla
BRMIS,NA,Brickellia microphylla (Nutt.) A. Gray var. scabra A. Gray,rough brickellbush,Subshrub,Brickellia,microphylla,Brickellia_microphylla
BRMIS,BRMIS2,Brickellia microphylla (Nutt.) A. Gray ssp. scabra (A. Gray) W.A. Weber,NA,Subshrub,Brickellia,microphylla,Brickellia_microphylla
BRMIS,BRSC5,Brickellia scabra (A. Gray) A. Nelson ex B.L. Rob.,NA,Subshrub,Brickellia,scabra,Brickellia_scabra
BRMIW,NA,Brickellia microphylla (Nutt.) A. Gray var. watsonii (B.L. Rob.) S.L. Welsh,Watson's brickellbush,Subshrub,Brickellia,microphylla,Brickellia_microphylla
BRMIW,BRWA,Brickellia watsonii B.L. Rob.,NA,Subshrub,Brickellia,watsonii,Brickellia_watsonii
BRNE,NA,Brickellia nelsonii B.L. Rob. [excluded],Nelson's brickellbush,Subshrub,Brickellia,nelsonii,Brickellia_nelsonii
BRNE2,NA,Brickellia nevinii A. Gray,Nevin's brickellbush,Subshrub,Brickellia,nevinii,Brickellia_nevinii
BROB,NA,Brickellia oblongifolia Nutt.,Mojave brickellbush,Subshrub,Brickellia,oblongifolia,Brickellia_oblongifolia
BROBL,NA,Brickellia oblongifolia Nutt. var. linifolia (D.C. Eaton) B.L. Rob.,narrowleaf brickellbush,Subshrub,Brickellia,oblongifolia,Brickellia_oblongifolia
BROBL,BRLI2,Brickellia linifolia D.C. Eaton,NA,Subshrub,Brickellia,linifolia,Brickellia_linifolia
BROBO,NA,Brickellia oblongifolia Nutt. var. oblongifolia,Mojave brickellbush,Subshrub,Brickellia,oblongifolia,Brickellia_oblongifolia
BROBO,BROBT,Brickellia oblongifolia Nutt. var. typica B.L. Rob.,NA,Subshrub,Brickellia,oblongifolia,Brickellia_oblongifolia
BRPA,NA,Brickellia parvula A. Gray,Mt. Davis brickellbush,Subshrub,Brickellia,parvula,Brickellia_parvula
BRPR,NA,Brickellia pringlei A. Gray,Pringle's brickellbush,Subshrub,Brickellia,pringlei,Brickellia_pringlei
BRRU,NA,Brickellia rusbyi A. Gray,stinking brickellbush,Subshrub,Brickellia,rusbyi,Brickellia_rusbyi
BRSI2,NA,Brickellia simplex A. Gray,Sonoran brickellbush,Subshrub,Brickellia,simplex,Brickellia_simplex
BRVE,NA,Brickellia venosa (Wooton & Standl.) B.L. Rob.,veiny brickellbush,Subshrub,Brickellia,venosa,Brickellia_venosa
BRVE,COVE8,Coleosanthus venosus Wooton & Standl.,NA,Subshrub,Coleosanthus,venosus,Coleosanthus_venosus
BRVE2,NA,Brickellia veronicifolia (Kunth) A. Gray,veronicaleaf brickellbush,Subshrub,Brickellia,veronicifolia,Brickellia_veronicifolia
BRVEP,NA,Brickellia veronicifolia (Kunth) A. Gray var. petrophila (B.L. Rob.) B.L. Rob.,veronicaleaf brickellbush,Subshrub,Brickellia,veronicifolia,Brickellia_veronicifolia
BRVEV,NA,Brickellia veronicifolia (Kunth) A. Gray var. veronicifolia,veronicaleaf brickellbush,Subshrub,Brickellia,veronicifolia,Brickellia_veronicifolia
BRVEV,EUVE3,Eupatorium veronicifolium Kunth,NA,Subshrub,Eupatorium,veronicifolium,Eupatorium_veronicifolium
BRFE2,BRFE,Brickellia fendleri A. Gray,NA,Subshrub,Brickellia,fendleri,Brickellia_fendleri
BRFE2,NA,Brickelliastrum fendleri (A. Gray) R.M. King & H. Rob.,Fendler's brickellbush,Subshrub,Brickelliastrum,fendleri,Brickelliastrum_fendleri
BRFE2,EUFE4,Eupatorium fendleri (A. Gray) A. Gray,NA,Subshrub,Eupatorium,fendleri,Eupatorium_fendleri
BRFE2,STFE3,Steviopsis fendleri (A. Gray) B.L. Turner,NA,Subshrub,Steviopsis,fendleri,Steviopsis_fendleri
BUUT,NA,Buddleja utahensis Coville,Utah butterflybush,Subshrub,Buddleja,utahensis,Buddleja_utahensis
CAWO3,NA,Caesalpinia wootonii (Britton) Eifert ex Isely,Wooton's holdback,Subshrub,Caesalpinia,wootonii,Caesalpinia_wootonii
CAWO3,CAAT11,Caesalpinia atropunctata Eifert,NA,Subshrub,Caesalpinia,atropunctata,Caesalpinia_atropunctata
CAWO3,HOME2,Hoffmannseggia melanosticta (Schauer) A. Gray,NA,Subshrub,Hoffmannseggia,melanosticta,Hoffmannseggia_melanosticta
CACA27,CACA46,"Cajan cajan (L.) Huth, nom. inval.",NA,Subshrub,Cajan,cajan,Cajan_cajan
CACA27,NA,Cajanus cajan (L.) Millsp.,pigeonpea,Subshrub,Cajanus,cajan,Cajanus_cajan
CACA27,CAIN44,Cajanus indicus Spreng.,NA,Subshrub,Cajanus,indicus,Cajanus_indicus
CAGE4,NA,Cakile geniculata (B.L. Rob.) Millsp.,gulf searocket,Subshrub,Cakile,geniculata,Cakile_geniculata
CAGE4,CAMAG,Cakile maritima Scop. var. geniculata B.L. Rob.,NA,Subshrub,Cakile,maritima,Cakile_maritima
CAGE4,CALAG2,Cakile lanceolata (Willd.) O.E. Schulz var. geniculata (B.L. Rob.) Shinners,NA,Subshrub,Cakile,lanceolata,Cakile_lanceolata
CALA2,NA,Cakile lanceolata (Willd.) O.E. Schulz,coastal searocket,Subshrub,Cakile,lanceolata,Cakile_lanceolata
CALAF,CACH20,Cakile chapmanii Millsp.,NA,Subshrub,Cakile,chapmanii,Cakile_chapmanii
CALAF,CAFU3,Cakile fusiformis Greene,NA,Subshrub,Cakile,fusiformis,Cakile_fusiformis
CALAF,NA,Cakile lanceolata (Willd.) O.E. Schulz ssp. fusiformis (Greene) Rodman,coastal searocket,Subshrub,Cakile,lanceolata,Cakile_lanceolata
CALAL2,NA,Cakile lanceolata (Willd.) O.E. Schulz ssp. lanceolata,coastal searocket,Subshrub,Cakile,lanceolata,Cakile_lanceolata
CALAL2,RALA5,Raphanus lanceolatus Willd.,NA,Subshrub,Raphanus,lanceolatus,Raphanus_lanceolatus
CALAP,NA,Cakile lanceolata (Willd.) O.E. Schulz ssp. pseudoconstricta Rodman,coastal searocket,Subshrub,Cakile,lanceolata,Cakile_lanceolata
CANE17,NA,Calamintha nepeta (L.) Savi,lesser calamint,Subshrub,Calamintha,nepeta,Calamintha_nepeta
CANEG,NA,Calamintha nepeta (L.) Savi ssp. glandulosa (Riquien) P.W. Ball,lesser calamint,Subshrub,Calamintha,nepeta,Calamintha_nepeta
CANEG,SACA16,Satureja calamintha (L.) Scheele,NA,Subshrub,Satureja,calamintha,Satureja_calamintha
CANEG,SACAG,Satureja calamintha (L.) Scheele var. glandulosa (Riquien) Briq.,NA,Subshrub,Satureja,calamintha,Satureja_calamintha
CANEN,CANE22,Calamintha nepetoides Jord.,NA,Subshrub,Calamintha,nepetoides,Calamintha_nepetoides
CANEN,NA,Calamintha nepeta (L.) Savi ssp. nepeta,lesser calamint,Subshrub,Calamintha,nepeta,Calamintha_nepeta
CANEN,SANE5,Satureja nepeta (L.) Scheele,NA,Subshrub,Satureja,nepeta,Satureja_nepeta
CANEN,CLNE3,Clinopodium nepeta (L.) Kuntze,NA,Subshrub,Clinopodium,nepeta,Clinopodium_nepeta
CANEN,SACAN,Satureja calamintha (L.) Scheele var. nepeta (L.) Briq.,NA,Subshrub,Satureja,calamintha,Satureja_calamintha
CANEN,SACAN2,Satureja calamintha (L.) Scheele var. nepetoides (Jord.) Briq.,NA,Subshrub,Satureja,calamintha,Satureja_calamintha
CABI,NA,Calliandra biflora Tharp,twoflower stickpea,Subshrub,Calliandra,biflora,Calliandra_biflora
CACO,NA,Calliandra conferta Benth.,Rio Grande stickpea,Subshrub,Calliandra,conferta,Calliandra_conferta
CAER,NA,Calliandra eriophylla Benth.,fairyduster,Subshrub,Calliandra,eriophylla,Calliandra_eriophylla
CAER,CAERC,Calliandra eriophylla Benth. var. chamaedrys Isely,NA,Subshrub,Calliandra,eriophylla,Calliandra_eriophylla
CAER,CAERE,Calliandra eriophylla Benth. var. eriophylla,NA,Subshrub,Calliandra,eriophylla,Calliandra_eriophylla
CAHA10,NA,Calliandra haematomma (Bertero ex DC.) Benth.,red powderpuff,Subshrub,Calliandra,haematomma,Calliandra_haematomma
CAHA10,ANHA4,Anneslea haematostoma (Bertero ex DC.) Britton,NA,Subshrub,Anneslea,haematostoma,Anneslea_haematostoma
CAHU,NA,Calliandra humilis Benth.,dwarf stickpea,Subshrub,Calliandra,humilis,Calliandra_humilis
CAHUH,NA,Calliandra humilis Benth. var. humilis,dwarf stickpea,Subshrub,Calliandra,humilis,Calliandra_humilis
CAHUH,CAHE,Calliandra herbacea Engelm.,NA,Subshrub,Calliandra,herbacea,Calliandra_herbacea
CAHUR,CARE,Calliandra reticulata A. Gray,NA,Subshrub,Calliandra,reticulata,Calliandra_reticulata
CAHUR,NA,Calliandra humilis Benth. var. reticulata (A. Gray) L.D. Benson,dwarf stickpea,Subshrub,Calliandra,humilis,Calliandra_humilis
CAIS2,NA,Calliandra iselyi B.L. Turner,Isely's stickpea,Subshrub,Calliandra,iselyi,Calliandra_iselyi
CASU33,NA,Calliandra surinamensis Benth.,Surinamese stickpea,Subshrub,Calliandra,surinamensis,Calliandra_surinamensis
CABE6,NA,Calylophus berlandieri Spach,Berlandier's sundrops,Subshrub,Calylophus,berlandieri,Calylophus_berlandieri
CABEB2,CADRB,Calylophus drummondianus Spach ssp. berlandieri (Spach) Towner & P.H. Raven,NA,Subshrub,Calylophus,drummondianus,Calylophus_drummondianus
CABEB2,OESED,Oenothera serrulata Nutt. ssp. drummondii (Torr. & A. Gray) Munz,NA,Subshrub,Oenothera,serrulata,Oenothera_serrulata
CABEB2,NA,Calylophus berlandieri Spach ssp. berlandieri,Berlandier's sundrops,Subshrub,Calylophus,berlandieri,Calylophus_berlandieri
CABEP2,MECA11,Meriolix capillifolia (Scheele) Small,NA,Subshrub,Meriolix,capillifolia,Meriolix_capillifolia
CABEP2,NA,Calylophus berlandieri Spach ssp. pinifolius (Engelm. ex A. Gray) Towner,Berlandier's sundrops,Subshrub,Calylophus,berlandieri,Calylophus_berlandieri
CABEP2,CADR4,Calylophus drummondianus Spach,NA,Subshrub,Calylophus,drummondianus,Calylophus_drummondianus
CABEP2,CASES2,Calylophus serrulatus (Nutt.) P.H. Raven var. spinulosus (Nutt. ex Torr. & A. Gray) Shinners,NA,Subshrub,Calylophus,serrulatus,Calylophus_serrulatus
CABEP2,MEME2,Meriolix melanoglottis Rydb. ex Small,NA,Subshrub,Meriolix,melanoglottis,Meriolix_melanoglottis
CABEP2,MEHI5,Meriolix hillii Small,NA,Subshrub,Meriolix,hillii,Meriolix_hillii
CABEP2,OESEP,Oenothera serrulata Nutt. ssp. pinifolia (Engelm. ex A. Gray) Munz,NA,Subshrub,Oenothera,serrulata,Oenothera_serrulata
CAHA14,NA,Calylophus hartwegii (Benth.) P.H. Raven,Hartweg's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAF,OEFE,Oenothera fendleri A. Gray,NA,Subshrub,Oenothera,fendleri,Oenothera_fendleri
CAHAF,NA,Calylophus hartwegii (Benth.) P.H. Raven ssp. fendleri (A. Gray) Towner & P.H. Raven,Hartweg's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAF,OEHAF3,Oenothera hartwegii Benth. var. fendleri (A. Gray) A. Gray,NA,Subshrub,Oenothera,hartwegii,Oenothera_hartwegii
CAHAF2,OEFI,Oenothera filifolia (Eastw.) Tidestr.,NA,Subshrub,Oenothera,filifolia,Oenothera_filifolia
CAHAF2,OEHAF2,Oenothera hartwegii Benth. var. filifolia (Eastw.) Munz,NA,Subshrub,Oenothera,hartwegii,Oenothera_hartwegii
CAHAF2,NA,Calylophus hartwegii (Benth.) P.H. Raven ssp. filifolius (Eastw.) Towner & P.H. Raven,Hartweg's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAF2,OETUF,Oenothera tubicula A. Gray var. filifolia Eastw.,NA,Subshrub,Oenothera,tubicula,Oenothera_tubicula
CAHAF2,CAHAF3,Calylophus hartwegii (Benth.) P.H. Raven var. filifolius (Eastw.) Shinners,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAH,NA,Calylophus hartwegii (Benth.) P.H. Raven ssp. hartwegii,Hartweg's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAH,GAHA3,Galpinsia hartwegii (Benth.) Britton,NA,Subshrub,Galpinsia,hartwegii,Galpinsia_hartwegii
CAHAH,OEHAT,Oenothera hartwegii Benth. var. typica Munz,NA,Subshrub,Oenothera,hartwegii,Oenothera_hartwegii
CAHAH,OEHA3,Oenothera hartwegii Benth.,NA,Subshrub,Oenothera,hartwegii,Oenothera_hartwegii
CAHAH,SAHA9,Salpingia hartwegii (Benth.) Raimann,NA,Subshrub,Salpingia,hartwegii,Salpingia_hartwegii
CAHAM,NA,Calylophus hartwegii (Benth.) P.H. Raven ssp. maccartii (Shinners) Towner & P.H. Raven,MacCart's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAM,OEGRP3,Oenothera greggii A. Gray var. pringlei Munz,NA,Subshrub,Oenothera,greggii,Oenothera_greggii
CAHAM,OEPR4,Oenothera pringlei (Munz) Munz,NA,Subshrub,Oenothera,pringlei,Oenothera_pringlei
CAHAM,CAHAM2,Calylophus hartwegii (Benth.) P.H. Raven var. maccartii Shinners,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAP,GACA11,Galpinsia camporum Wooton & Standl.,NA,Subshrub,Galpinsia,camporum,Galpinsia_camporum
CAHAP,NA,Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven,Hartweg's sundrops,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAP,CAHAP2,Calylophus hartwegii (Benth.) P.H. Raven var. pubescens (A. Gray) Shinners,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CAHAP,GAIN2,Galpinsia interior Small,NA,Subshrub,Galpinsia,interior,Galpinsia_interior
CAHAP,OEGR5,Oenothera greggii A. Gray,NA,Subshrub,Oenothera,greggii,Oenothera_greggii
CAHAP,OEGRL2,Oenothera greggii A. Gray var. lampasana (Buckley) Munz,NA,Subshrub,Oenothera,greggii,Oenothera_greggii
CAHAP,OEGRP2,Oenothera greggii A. Gray var. pubescens,NA,Subshrub,Oenothera,greggii,Oenothera_greggii
CALA38,CAHAL,Calylophus hartwegii (Benth.) P.H. Raven ssp. lavandulifolius (Torr. & A. Gray) Towner & P.H. Raven,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CALA38,NA,Calylophus lavandulifolius (Torr. & A. Gray) P.H. Raven,lavenderleaf sundrops,Subshrub,Calylophus,lavandulifolius,Calylophus_lavandulifolius
CALA38,OELA5,Oenothera lavandulifolia Torr. & A. Gray,NA,Subshrub,Oenothera,lavandulifolia,Oenothera_lavandulifolia
CALA38,CAHAL2,Calylophus hartwegii (Benth.) P.H. Raven var. lavandulifolius (Torr. & A. Gray) Shinners,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CALA38,GALA11,Galpinsia lavandulifolia (Torr. & A. Gray) Small,NA,Subshrub,Galpinsia,lavandulifolia,Galpinsia_lavandulifolia
CALA38,OELAG3,Oenothera lavandulifolia Torr. & A. Gray var. glandulosa Munz,NA,Subshrub,Oenothera,lavandulifolia,Oenothera_lavandulifolia
CALA38,OELAT,Oenothera lavandulifolia Torr. & A. Gray var. typica Munz,NA,Subshrub,Oenothera,lavandulifolia,Oenothera_lavandulifolia
CASE12,NA,Calylophus serrulatus (Nutt.) P.H. Raven,yellow sundrops,Subshrub,Calylophus,serrulatus,Calylophus_serrulatus
CASE12,CAAU13,Calylophus australis Towner & P.H. Raven,NA,Subshrub,Calylophus,australis,Calylophus_australis
CASE12,MEOB5,Meriolix oblanceolata Rydb.,NA,Subshrub,Meriolix,oblanceolata,Meriolix_oblanceolata
CASE12,MEIN8,Meriolix intermedia Rydb. ex Small,NA,Subshrub,Meriolix,intermedia,Meriolix_intermedia
CASE12,MESE5,Meriolix serrulata (Nutt.) Walp.,NA,Subshrub,Meriolix,serrulata,Meriolix_serrulata
CASE12,OESE3,Oenothera serrulata Nutt.,NA,Subshrub,Oenothera,serrulata,Oenothera_serrulata
CASE12,OESET,Oenothera serrulata Nutt. var. typica Munz,NA,Subshrub,Oenothera,serrulata,Oenothera_serrulata
CATO12,GATO4,Galpinsia toumeyi Small,NA,Subshrub,Galpinsia,toumeyi,Galpinsia_toumeyi
CATO12,NA,Calylophus toumeyi (Small) Towner,Toumey's sundrops,Subshrub,Calylophus,toumeyi,Calylophus_toumeyi
CATO12,OETO,Oenothera toumeyi (Small) Tidestr.,NA,Subshrub,Oenothera,toumeyi,Oenothera_toumeyi
CATO12,OEHAT2,Oenothera hartwegii Benth. var. toumeyi (Small) Munz,NA,Subshrub,Oenothera,hartwegii,Oenothera_hartwegii
CATO12,CAHAT2,Calylophus hartwegii (Benth.) P.H. Raven ssp. toumeyi (Small) Towner & P.H. Raven,NA,Subshrub,Calylophus,hartwegii,Calylophus_hartwegii
CATU6,NA,Calylophus tubicula (A. Gray) P.H. Raven,Texas sundrops,Subshrub,Calylophus,tubicula,Calylophus_tubicula
CATU6,OETU2,Oenothera tubicula A. Gray,NA,Subshrub,Oenothera,tubicula,Oenothera_tubicula
CAUN2,NA,Campanula uniflora L.,arctic bellflower,Subshrub,Campanula,uniflora,Campanula_uniflora
CAPE13,NA,Canna pertusa Urb.,maraca montuna,Subshrub,Canna,pertusa,Canna_pertusa
CABI13,NA,Capraria biflora L.,goatweed,Subshrub,Capraria,biflora,Capraria_biflora
CABI13,CAME36,Capraria mexicana Moric. ex Benth.,NA,Subshrub,Capraria,mexicana,Capraria_mexicana
CAAN4,NA,Capsicum annuum L.,cayenne pepper,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANA4,NA,Capsicum annuum L. var. annuum,cayenne pepper,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANA4,CAANF2,Capsicum annuum L. var. frutescens (L.) Kuntze,NA,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANA4,CAFR7,Capsicum frutescens L.,NA,Subshrub,Capsicum,frutescens,Capsicum_frutescens
CAANG,NA,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,cayenne pepper,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANG,CAANA5,Capsicum annuum L. var. aviculare (Dierbach) D'Arcy & Eshbaugh,NA,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANG,CAANM3,Capsicum annuum L. var. minus (Fingerh.) Shinners,NA,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANG,CABA13,Capsicum baccatum auct. non L.,NA,Subshrub,Capsicum,baccatum,Capsicum_baccatum
CAANG,CAANM4,Capsicum annuum L. var. minimum (Mill.) Heiser,NA,Subshrub,Capsicum,annuum,Capsicum_annuum
CAANG,CAFR15,"Capsicum frutescens sensu Standl., non L.",NA,Subshrub,Capsicum,frutescens,Capsicum_frutescens
CAAR7,NA,Carlowrightia arizonica A. Gray,Arizona wrightwort,Subshrub,Carlowrightia,arizonica,Carlowrightia_arizonica
CALI2,NA,Carlowrightia linearifolia (Torr.) A. Gray,heath wrightwort,Subshrub,Carlowrightia,linearifolia,Carlowrightia_linearifolia
CALI2,SCLI9,Schaueria linearifolia Torr.,NA,Subshrub,Schaueria,linearifolia,Schaueria_linearifolia
CAME18,NA,Carlowrightia mexicana Henrickson & Daniel,Mexican wrightwort,Subshrub,Carlowrightia,mexicana,Carlowrightia_mexicana
CAPA42,NA,Carlowrightia parviflora (Buckley) Wassh.,smallflower wrightwort,Subshrub,Carlowrightia,parviflora,Carlowrightia_parviflora
CAPA42,DIPA11,Dianthera parviflora (Buckley) A. Gray,NA,Subshrub,Dianthera,parviflora,Dianthera_parviflora
CAPA42,DRPA13,Drejera parviflora Buckley,NA,Subshrub,Drejera,parviflora,Drejera_parviflora
CASE3,NA,Carlowrightia serpyllifolia A. Gray,Trans-Pecos wrightwort,Subshrub,Carlowrightia,serpyllifolia,Carlowrightia_serpyllifolia
CATE15,NA,Carlowrightia texana Henrickson & Daniel,Texas wrightwort,Subshrub,Carlowrightia,texana,Carlowrightia_texana
CABI6,NA,Carphochaete bigelovii A. Gray,Bigelow's bristlehead,Subshrub,Carphochaete,bigelovii,Carphochaete_bigelovii
CACH38,CAAE8,Carpobrotus aequilateralus auct. non (Haw.) N.E. Br.,NA,Subshrub,Carpobrotus,aequilateralus,Carpobrotus_aequilateralus
CACH38,NA,Carpobrotus chilensis (Molina) N.E. Br.,sea fig,Subshrub,Carpobrotus,chilensis,Carpobrotus_chilensis
CACH38,MECH4,Mesembryanthemum chilense Molina,NA,Subshrub,Mesembryanthemum,chilense,Mesembryanthemum_chilense
CALY4,NA,Cassiope lycopodioides (Pall.) D. Don,clubmoss mountain heather,Subshrub,Cassiope,lycopodioides,Cassiope_lycopodioides
CALYC6,CALYC7,Cassiope lycopodioides (Pall.) D. Don ssp. cristapilosa Calder & Roy L. Taylor,NA,Subshrub,Cassiope,lycopodioides,Cassiope_lycopodioides
CALYC6,NA,Cassiope lycopodioides (Pall.) D. Don var. cristapilosa (Calder & Roy L. Taylor) B. Boivin,clubmoss mountain heather,Subshrub,Cassiope,lycopodioides,Cassiope_lycopodioides
CALYL2,NA,Cassiope lycopodioides (Pall.) D. Don var. lycopodioides,clubmoss mountain heather,Subshrub,Cassiope,lycopodioides,Cassiope_lycopodioides
